tokens,labels,source
"['एयरपोर्ट', 'के', 'नाम', 'को', 'लेकर', 'पंजाब', 'और', 'हरियाणा', 'सरकार', 'के', 'बीच', 'विवाद', 'भी', 'हो', 'चुका', 'है', '।']","['O', 'O', 'O', 'O', 'O', 'B-ADDRESS', 'O', 'B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['हम', 'भुवनेश्वर', 'में', 'शिविर', 'चाहते', 'हैं', 'क्योंकि', 'कतर', 'के', 'खिलाफ', 'मैच', 'वहीं', 'होना', 'है', '।']","['O', 'B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['मेरा', 'नाम', 'राहुल', 'सिंह', 'है', 'और', 'मेरा', 'मोबाइल', 'नंबर', '9876543210', 'है']","['O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'B-PHONE_NUM', 'O']",synthetic_hi
"['अमेरिका', 'स्थित', 'थिंक', 'टैंक', 'ग्लोबल', 'फाइनेंशियल', 'इंटेग्रिटी', '(', 'जीएफआई', ')', 'के', 'एक', 'अध्ययन', 'के', 'मुताबिक', ',', 'एक', 'अनुमान', 'के', 'मुताबिक', 'भारत', 'में', 'वर्ष', '2005', '-', '2014', 'के', 'बीच', '770', 'अरब', 'अमेरिकी', 'डॉलर', 'के', 'काले', 'धन', 'का', 'प्रवेश', 'हुआ', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['इसके', 'अलावा', 'कई', 'अन्य', 'पुरस्कृत', 'व्यक्तियों', 'ने', 'अन्य', 'क्षेत्रों', 'में', 'भी', 'शानदार', 'और', 'सराहनीय', 'काम', 'किया', 'है', ',', 'जिनमें', 'कर', 'नीति', ',', 'राजस्व', 'जुटाना', ',', 'सीमा', 'शुल्क', ',', 'उत्पाद', 'शुल्क', '/', 'कर', 'और', 'सीजीएसटी', 'की', 'संरचनाओं', 'के', 'स्वचालन', 'के', 'लिए', 'सॉफ्टवेयर', 'का', 'विकास', ',', 'मुकदमों', 'में', 'कमी', 'लाना', 'और', 'विवाद', 'हल', 'करना', ',', 'न्यायाधिकरणों', 'और', 'उच्च', 'न्यायालयों', 'में', 'मामलों', 'की', 'कुशल', 'पैरवी', ',', 'क्षमता', 'निर्माण', 'और', 'प्रशिक्षण', 'के', 'साथ', '-', 'साथ', 'प्रशासनिक', 'कामों', 'में', 'कुशलता', 'का', 'प्रदर्शन', 'शामिल', 'हैं', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['जब', 'संयुक्त', 'मोर्चा', '(', 'गैर', '-', 'कांग्रेस', 'और', 'गैर', '-', 'भाजपा', 'क्षेत्रीय', 'पार्टियों', 'का', 'एक', 'समूह', ')', 'ने', 'कांग्रेस', 'के', 'समर्थन', 'से', 'केंद्र', 'में', 'सरकार', 'बनाने', 'का', 'फैसला', 'किया', ',', 'तब', 'देवगौड़ा', 'को', 'अप्रत्याशित', 'रूप', 'से', 'सरकार', 'का', 'नेतृत्व', 'करने', 'के', 'लिए', 'चुना', 'गया', 'और', 'वह', 'भारत', 'के', '11', 'वें', 'प्रधान', 'मंत्री', 'बने', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['भाजपा', 'विधायक', 'ज्ञानेंद्र', 'कुमार', 'सिंह', ""'"", 'ज्ञानू', ""'"", 'ने', 'कहा', 'एक', 'प्रकार', 'से', 'दोनों', 'नेता', 'एक', '-', 'दूसरे', 'के', 'पूरक', 'हैं', '.']","['O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['आप', 'अपने', 'पार्टनर', 'के', 'साथ', 'क्वालिटी', 'वक्त', 'बिताएंगे', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['भारतीय', 'लोक', 'प्रशासन', 'संस्थान', 'नई', 'दिल्ली', 'तथा']","['O', 'O', 'O', 'O', 'B-ADDRESS', 'I-ADDRESS', 'O']",naamapadam_hi
"['राष्ट्रपति', 'रामनाथ', 'कोविंद', 'ऊषा', 'चौमर', 'को', 'सम्मानित', 'करेंगे', '।']","['O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['इतिहासकार', 'कैसियस', 'डियो', 'घटनाओं', 'का', 'थोड़ा', 'अलग', 'संस्करण', 'बताते', 'है', '.', 'वह', 'एक', 'निश्चित', 'गैनीज़', 'का', 'उल्लेख', 'करता', 'है', ',', 'जिसे', 'किसी', 'अन्य', 'स्रोत', 'पर', 'साजिश', 'में', 'भाग', 'लेने', 'के', 'रूप', 'में', 'उल्लिखित', 'नहीं', 'किया', 'जाता', 'है', ',', 'विद्रोह', 'के', 'मुख्य', 'उदाहरण', 'के', 'रूप', 'में', '।']","['O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['मेरा', 'नाम', 'राहुल', 'है', 'और', 'मेरा', 'ईमेल', 'pooja.office@gmail.com', 'है']","['O', 'O', 'B-NAME_STUDENT', 'O', 'O', 'O', 'O', 'B-EMAIL', 'O']",synthetic_hi
"['आयुष्मान', 'खुराना', 'और', 'नुसरत', 'भरूचा', 'स्टारर', 'फिल्म', ""'"", 'ड्रीम', 'गर्ल', ""'"", 'ने', 'बॉक्स', 'ऑफिस', 'पर', 'जबरदस्त', 'शुरुआत', 'की', 'है', '।']","['B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['मेरा', 'नाम', 'अमित', 'कुमार', 'है', 'और', 'मेरा', 'मोबाइल', 'नंबर', '9123456789', 'है']","['O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'B-PHONE_NUM', 'O']",synthetic_hi
"['कोर्ट', 'ने', 'याचिकाकर्ता', 'वकील', 'एम', 'एल', 'शर्मा', 'से', 'यह', 'भी', 'कहा', 'कि', 'अनुच्छेद', '370', 'पर', 'केंद्र', 'के', 'कदम', 'के', 'खिलाफ', 'उनकी', 'याचिका', 'का', 'कोई', '""', 'मतलब', 'नहीं', '""', 'है', '।']","['O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['कांग्रेस', 'नेता', 'और', 'पंजाब', 'के', 'मंत्री', 'सुखजिन्दर', 'सिंह', 'रंधावा', 'ने', 'कहा', 'कि', 'अगर', 'सेवा', 'शुल्क', 'माफ', 'नहीं', 'किया', 'गया', 'तो', 'केंद्र', 'को', 'उन', 'सभी', 'को', 'सुविधा', 'प्रदान', 'करने', 'की', 'लागत', 'वहन', 'करनी', 'चाहिए', 'जो', 'ऐतिहासिक', 'गुरुद्वारे', 'के', 'दर्शन', 'करना', 'चाहते', 'हैं', '।']","['O', 'O', 'O', 'B-ADDRESS', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['पर्यावास', 'ऊर्जा', 'दक्षता', 'को', 'बढ़ावा', 'देने', 'के', 'लिए', 'पहल', '(', 'आई', '-', 'पीएचईई', ')', ':', 'पर्यावास', 'ऊर्जा', 'दक्षता', 'को', 'बढ़ावा', 'देने', 'के', 'लिए', 'पहल', '(', 'आई', '-', 'पीएचईई', ')', 'को', 'लेकर', 'नया', 'कार्यक्रम', 'शुरू', 'किया', 'गया', 'है']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['तो', 'मुझे', 'लगता', 'है', 'की', 'हमे', 'ऐसे', 'अधिक', 'गुंतना', 'चाहिए', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['भारत', 'ने', 'इसी', 'साल', 'ब्रिक्स', 'देशों', 'की', 'अध्यक्षता', 'ग्रहण', 'की', 'है', 'और', 'वह', 'मंत्रिस्तरीय', 'एवं', 'आधिकारिक', 'स्तर', 'पर', 'विभिन्न', 'क्षेत्रों', 'में', 'मेगा', 'स्तर', 'की', 'बैठकों', 'की', 'मेजबानी', 'करता', 'रहा', 'है', '।']","['B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['इस', 'कार्यक्रम', 'की', 'टैगलाइन', ""'"", 'साझा', 'सपने', ',', 'उज्ज्वल', 'भविष्य', ""'"", 'आम', 'आकांक्षाओं', 'को', 'पूरा', 'करने', 'के', 'इरादे', 'को', 'दर्शाता', 'है', 'और', 'यह', 'आकांक्षा', 'अमेरिका', 'तथा', 'भारत', 'के', 'महान', 'लोकतंत्र', 'को', 'एक', 'साथ', 'लाना', 'है', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ADDRESS', 'O', 'B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['इससे', 'बहुत', 'आराम', 'मिलता', 'है', '।']","['O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['अदालत', 'ने', 'याचिका', 'पर', 'सुनवाई', 'करने', 'से', 'इंकार', 'करते', 'हुए', 'कहा', 'कि', 'फिल्म', 'रिलीज', 'की', 'अनुमति', 'उच्चतम', 'न्यायालय', 'ने', 'दी', 'है', 'और', 'याचिकाकर्ता', 'को', 'वहीं', 'जाना', 'चाहिए', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['उन्होंने', '8', 'जनवरी', '1904', 'को', 'साम्राज्य', 'विधान', 'परिषद्', 'में', 'अपना', 'स्थाम', 'ग्रहण', 'किया', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['इंग्लैंड', ':', 'इयोन', 'मॉर्गन', '(', 'कप्तान', ')', ',', 'मोईन', 'अली', ',', 'जोफ्रा', 'आर्चर', ',', 'जॉनी', 'बेयरस्टो', ',', 'जोस', 'बटलर', ',', 'टॉम', 'कुरेन', ',', 'लियाम', 'डॉसन', ',', 'लियाम', 'प्लंकेट', ',', 'आदिल', 'राशिद', ',', 'जो', 'रूट', ',', 'जेसन', 'रॉय', ',', 'बेन', 'स्टोक्स', ',', 'जेम्स', 'विंस', ',', 'क्रिस', 'वोक्स', ',', 'मार्क', 'वुड', '.']","['B-ADDRESS', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'B-NAME_STUDENT', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O']",naamapadam_hi
"['दूसरी', 'तरफ', ',', 'अंतरिम', 'कोच', 'गेराल्ड', 'पियटन', 'के', 'निजी', 'कारणों', 'से', 'क्लब', 'को', 'छोड़ने', 'के', 'बाद', 'स्टीवन', 'डियास', 'ओडिशा', 'एफसी', 'की', 'जिम्मेदारी', 'संभालेंगे', '।']","['O', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"[""'"", 'उनका', 'एक', 'छद्मपात्र', 'बडुआ', ',', 'बेजबरुवा', 'के', 'ही', 'विनोदीपन', 'का', 'प्रक्षेपण', 'प्रतीत', 'होता', 'है', '.', 'बहुधा', 'यह', 'पात्र', 'लेखक', 'की', 'ही', 'भंगिमाओं', 'को', 'प्रकट', 'करता', 'मिलता', 'है', '।']","['O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'O', 'B-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['इस', 'पर', 'विश्वास', 'करें', ',', 'और', 'यह', 'शक्ति', 'प्रकट', 'हो', 'जाएगी', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['फ़ाइल', '%', '1', '/', '%', '2', 'पढ़ने', 'योग्य', 'नहीं', 'है', '.', 'यदि', 'आपको', 'आश्चर्य', 'है', 'तो', 'फ़ाइल', 'अनुमतियाँ', 'जाँचें', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['मेरा', 'नाम', 'सचिन', 'है', 'और', 'मेरा', 'मोबाइल', 'नंबर', '9988776655', 'है']","['O', 'O', 'B-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'B-PHONE_NUM', 'O']",synthetic_hi
"['मेरा', 'नाम', 'नेहा', 'है', 'और', 'मेरा', 'ईमेल', 'amit@gmail.com', 'है']","['O', 'O', 'B-NAME_STUDENT', 'O', 'O', 'O', 'O', 'B-EMAIL', 'O']",synthetic_hi
"['फिलहाल', 'इस', 'फिल्म', 'का', 'नाम', 'तय', 'नहीं', 'हुआ', 'है', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['महाराष्ट्र', 'भी', 'अपवाद', 'नहीं', 'रहा', '।']","['B-ADDRESS', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['आईआईएसएफ', '-', '2018', 'विज्ञान', ',', 'प्रौद्योगिकी', ',', 'नवाचार', 'और', 'जनता', 'का', 'संगम', 'होगा', ':', 'डॉ', '.', 'हर्षवर्धनउत्तर', 'प्रदेश', 'में', 'विज्ञान', 'और', 'प्रौद्योगिकी', 'के', 'तेजी', 'से', 'विकास', 'के', 'लिए', 'व्यापक', 'अवसरों', 'का', 'सृजन', 'होगा', ':', 'मुख्यमंत्री', 'योगी', 'आदित्यनाथ']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT']",naamapadam_hi
"['भारतीय', 'नौसेना', '(', 'आईएन', ')', 'और', 'बांग्लादेश', 'नौसेना', '(', 'बीएन', ')', 'के', 'द्विपक्षीय', 'नौसैनिक', 'अभ्यास', ""'"", 'बोंगोसागर', ""'"", 'का', 'दूसरा', 'संस्करण', '03', 'अक्टूबर', ',', '2020', 'को', 'बंगाल', 'की', 'उत्तरी', 'खाड़ी', 'में', 'शुरू', 'हो', 'रहा', 'है']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ADDRESS', 'I-ADDRESS', 'I-ADDRESS', 'I-ADDRESS', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['इस', 'घटनाक्रम', 'पर', 'पश्चिम', 'बंगाल', 'बीजेपी', 'अध्यक्ष', 'और', 'लोकसभा', 'सदस्य', 'दिलीप', 'घोष', 'ने', 'कहा', 'कि', 'यह', 'टीएमसी', 'की', ""'"", 'हताशा', ""'"", 'को', 'दर्शाता', 'है', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['कुछ', 'दिनों', 'पहले', 'तैमूर', 'अपने', 'पिता', 'सैफ', 'अली', 'खान', 'के', 'साथ', 'नए', 'अंदाज', 'में', 'दिखाई', 'दिए', '.']","['O', 'O', 'O', 'B-NAME_STUDENT', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['मृतक', 'पश्चिम', 'बंगाल', 'का', 'रहने', 'वाला', 'था', '।']","['O', 'B-ADDRESS', 'I-ADDRESS', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['सेंट्रल', 'बोर्ड', 'ऑफ', 'सेकंड्री', 'एजुकेशन', '(', 'सीबीएसई', ')', 'ने', 'इंग्लिश', 'के', 'क्वेस्चन', 'पेपर', 'में', 'टाइपिंग', 'एरर', 'के', 'लिए', 'दसवीं', 'के', 'छात्रों', 'को', 'दो', 'अंक', 'बढ़ाकर', 'देने', 'का', 'फैसला', 'किया', 'है', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['वहीं', 'विद्या', 'बालन', 'जल्द', 'ही', 'पर्दे', 'पर', 'फिल्म', ""'"", 'शंकुतला', 'देवी', ""'"", 'में', 'नजर', 'आएंगी', '।']","['O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['हर', 'बात', 'के', 'दो', 'पहलू', 'होते', 'हैं', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['यह', 'भारत', 'में', 'वाहनों', 'का', 'सबसे', 'बड़ा', 'रिकॉल', 'था', '।']","['O', 'B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['इस', 'आतंकी', 'हमले', 'की', 'जिम्मेदारी', 'आतंकी', 'संगठन', 'जैश', '-', 'ए', '-', 'मोहम्मद', 'ने', 'ली', 'है', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['हां', 'ऐसा', '2004', 'में', 'हुआ', 'था', 'जब', 'हम', 'रावलपिंडी', 'में', 'टेस्ट', 'मैच', 'खेल', 'रहे', 'थे', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['डीएमके', 'ने', 'एक', 'परिवार', 'के', 'लिए', '25', 'लाख', 'रुपये', 'का', 'मुआवज़ा', 'घोषित', 'किया', 'है', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['देश', 'में', 'उत्पादित', '7', 'लाख', 'टन', 'रबर', 'की', '52', '%', 'खपत', 'केवल', 'टायर', 'उद्योग', 'में', 'होती', 'है', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['भूतपूर्व', 'प्रधानमंत्री', 'श्री', 'एच', '.', 'डी', '.', 'देवगौड़ा', 'ने', 'प्रधानमंत्री', 'से', 'मुलाकात', 'की']","['O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['मेरा', 'नाम', 'राहुल', 'है', 'और', 'मेरा', 'मोबाइल', 'नंबर', '8899001122', 'है']","['O', 'O', 'B-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'B-PHONE_NUM', 'O']",synthetic_hi
"['ऊर्जा', 'संसाधनों', 'के', 'अन्य', 'विकल्पों', 'जैसे', 'कि', 'सौर', 'ऊर्जा', 'और', 'पवन', 'ऊर्जा', 'को', 'प्रोत्साहित', 'किया', 'गया', 'है']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['डब्ल्यूटीओ', 'पहली', 'जनवरी', '1995', 'को', 'अस्तित्व', 'में', 'आया', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['उधमपुर', 'के', 'लोकसभा', 'सदस्य', 'ने', 'कहा', 'कि', 'डीडी', 'कशीर', 'चैनल', 'पर', 'डोगरी', 'बुलेटिन', 'के', 'संबंध', 'में', 'जम्मू', 'के', 'लोगों', 'की', 'लंबे', 'समय', 'से', 'लंबित', 'मांग', 'थी', '।']","['B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['अभी', 'तक', 'पाकिस्तान', 'इंटरनेशनल', 'एयरलाइंस', '(', 'पीआइए', ')', 'इस्लामाबाद', 'और', 'लंदन', 'के', 'बीच', 'सीधी', 'उड़ान', 'भरने', 'वाली', 'एकमात्र', 'एयरलाइन', 'थी', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ADDRESS', 'O', 'B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['इस', 'बीच', ',', 'वैश्विक', 'तेल', 'मानक', 'ब्रेंट', 'क्रूड', '0.40', 'फीसद', 'बढ़त', 'के', 'साथ', '60.94', 'डॉलर', 'प्रति', 'बैरल', 'पर', 'पहुंच', 'गया', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['ठाकुरबाड़ी', 'मंदिर', 'वर्ष', '1935', 'में', 'सिक्किम', 'के', 'चोग्याल', 'द्वारा', 'दान', 'की', 'जमीन', 'पर', 'बनवाया', 'गया', 'था', '।']","['B-ADDRESS', 'I-ADDRESS', 'O', 'O', 'O', 'B-ADDRESS', 'O', 'B-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['(', '1क', ')', 'उच्च', 'न्यायालय', ',', 'उपधारा', '(', '1', ')', 'में', 'निर्दिष्ट', 'एक', 'सौ', 'बीस', 'दिन', 'की', 'अवधि', 'की', 'समाप्ति', 'के', 'पश्चात्', 'किसी', 'आवेदन', 'को', 'ग्रहण', 'कर', 'सकेगा', ',', 'यदि', 'उसका', 'यह', 'समाधान', 'हो', 'जाता', 'है', 'कि', 'उस', 'अवधि', 'के', 'भीतर', 'उसे', 'फाइल', 'न', 'करने', 'का', 'पर्याप्त', 'कारण', 'था', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['उनकी', 'मां', 'मॉरीन', 'भी', 'उनके', 'साथ', 'थीं', '।']","['O', 'O', 'B-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
